complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
5514,2024-10-23,There seems to be an issue because This is very frustrating please resolve quickly. Need help urgently.,Account Issue,Positive,Low,App,17639,16,0
5515,2024-01-07,There seems to be an issue because There is a problem no response. Need help urgently.,Customer Service,Neutral,Low,Email,4627,116,0
5516,2024-04-12,This is regarding a problem where I am facing an issue help. Kindly resolve soon.,Customer Service,Positive,Low,Email,48587,49,1
5517,2024-04-12,There seems to be an issue because Issue not resolved please resolve quickly. Need help urgently.,Product Quality,Negative,High,Call,24580,97,0
5518,2024-08-09,There seems to be an issue because Issue not resolved deducted. Need help urgently.,Payment Problem,Neutral,Low,Email,30408,108,0
5519,2024-08-12,I am facing this issue where I am facing an issue deducted please resolve quickly. Please look into it.,Payment Problem,Negative,High,Call,31505,20,0
5520,2024-08-29,I am facing this issue where Not satisfied with the experience charged. Please look into it.,Payment Problem,Negative,Medium,Call,10414,78,0
5521,2024-09-09,This is regarding a problem where I am facing an issue no response. Kindly resolve soon.,Customer Service,Negative,High,Email,33106,19,0
5522,2024-01-04,This is regarding a problem where I am facing an issue damaged. Kindly resolve soon.,Product Quality,Negative,High,Website,48411,108,0
5523,2024-11-09,I am facing this issue where Need help regarding this. Please look into it.,Product Quality,Negative,Medium,App,4747,42,0
5524,2024-01-29,I would like to report that I am facing an issue refund pending. Please fix this.,Refund Issue,Negative,High,Email,41508,17,1
5525,2024-02-26,There seems to be an issue because There is a problem transaction please resolve quickly. Need help urgently.,Payment Problem,Negative,Medium,Website,5141,21,1
5526,2024-09-14,"I had an experience where There is a problem assistance, and I am not satisfied.",Customer Service,Negative,High,Call,45702,30,1
5527,2024-03-10,This is regarding a problem where This is very frustrating money back. Kindly resolve soon.,Refund Issue,Neutral,Low,Website,49609,82,0
5528,2024-05-25,I would like to report that There is a problem late. Please fix this.,Delivery Issue,Negative,High,App,28852,39,0
5529,2024-12-01,This is regarding a problem where I am facing an issue broken. Kindly resolve soon.,Product Quality,Negative,High,App,48821,98,0
5530,2024-08-25,I would like to report that This is very frustrating refund pending please resolve quickly. Please fix this.,Refund Issue,Neutral,Low,Website,31736,33,1
5531,2024-06-20,There seems to be an issue because Not satisfied with the experience not credited. Need help urgently.,Refund Issue,Positive,Low,Website,34277,45,0
5532,2024-09-02,This is regarding a problem where Not satisfied with the experience no response. Kindly resolve soon.,Customer Service,Negative,High,Website,35880,70,0
5533,2024-10-09,"I had an experience where There is a problem assistance, and I am not satisfied.",Customer Service,Positive,Low,Call,13740,30,1
5534,2024-08-08,This is regarding a problem where Need help regarding this please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,High,App,31601,55,1
5535,2024-08-06,"I had an experience where This is very frustrating waiting, and I am not satisfied.",Delivery Issue,Negative,High,Website,39455,72,1
5536,2024-07-21,There seems to be an issue because Not satisfied with the experience delay. Need help urgently.,Delivery Issue,Neutral,Low,Website,18907,61,1
5537,2024-12-28,This is regarding a problem where This is very frustrating late. Kindly resolve soon.,Delivery Issue,Neutral,Low,Website,9711,13,1
5538,2024-12-06,I would like to report that Not satisfied with the experience please resolve quickly. Please fix this.,Account Issue,Negative,High,Email,48834,34,1
5539,2024-02-15,"I had an experience where There is a problem, and I am not satisfied.",Payment Problem,Negative,High,Email,40904,117,1
5540,2024-01-02,This is regarding a problem where This is very frustrating assistance. Kindly resolve soon.,Customer Service,Neutral,Low,App,15413,119,0
5541,2024-07-10,There seems to be an issue because There is a problem account error please resolve quickly. Need help urgently.,Account Issue,Negative,Medium,Website,6231,27,0
5542,2024-07-22,I would like to report that Not satisfied with the experience not arrived. Please fix this.,Delivery Issue,Neutral,Low,App,36799,66,0
5543,2024-08-30,There seems to be an issue because Not satisfied with the experience password please resolve quickly. Need help urgently.,Account Issue,Negative,Medium,Email,14781,63,0
5544,2024-12-25,"I had an experience where Not satisfied with the experience assistance please resolve quickly, and I am not satisfied.",Customer Service,Negative,Medium,Email,6011,83,0
5545,2024-10-09,There seems to be an issue because Not satisfied with the experience not credited. Need help urgently.,Refund Issue,Negative,High,Call,39930,106,0
5546,2024-04-23,There seems to be an issue because Need help regarding this refund pending. Need help urgently.,Refund Issue,Negative,High,Call,33337,87,0
5547,2024-11-19,"I had an experience where Issue not resolved damaged, and I am not satisfied.",Product Quality,Neutral,Low,Call,4182,56,0
5548,2024-01-08,"I had an experience where This is very frustrating deducted, and I am not satisfied.",Payment Problem,Positive,Low,App,20987,106,0
5549,2024-02-09,There seems to be an issue because I am facing an issue no response. Need help urgently.,Customer Service,Negative,Medium,Email,15462,18,1
5550,2024-04-25,There seems to be an issue because Issue not resolved. Need help urgently.,Payment Problem,Positive,Low,Email,1820,77,0
5551,2024-12-01,I would like to report that Need help regarding this access. Please fix this.,Account Issue,Negative,High,Email,28709,105,1
5552,2024-12-22,I am facing this issue where I am facing an issue return. Please look into it.,Refund Issue,Negative,High,Call,29720,70,1
5553,2024-04-04,"I had an experience where I am facing an issue not arrived, and I am not satisfied.",Delivery Issue,Negative,Medium,Email,3312,114,0
5554,2024-01-10,There seems to be an issue because Not satisfied with the experience transaction please resolve quickly. Need help urgently.,Payment Problem,Negative,Medium,Website,16487,69,0
5555,2024-01-06,I am facing this issue where Not satisfied with the experience account error. Please look into it.,Account Issue,Negative,Medium,Email,4962,34,1
5556,2024-05-02,There seems to be an issue because I am facing an issue. Need help urgently.,Product Quality,Negative,High,Email,23910,42,1
5557,2024-09-23,I am facing this issue where Not satisfied with the experience support. Please look into it.,Customer Service,Neutral,Low,Call,3113,54,0
5558,2024-07-22,"I had an experience where Need help regarding this, and I am not satisfied.",Account Issue,Negative,Medium,Website,11602,62,0
5559,2024-12-15,I would like to report that Need help regarding this login please resolve quickly. Please fix this.,Account Issue,Negative,Medium,Email,9486,41,0
5560,2024-10-09,"I had an experience where There is a problem payment issue please resolve quickly, and I am not satisfied.",Payment Problem,Positive,Low,Website,14589,71,0
5561,2024-06-20,"I had an experience where Not satisfied with the experience please resolve quickly, and I am not satisfied.",Payment Problem,Neutral,Low,App,43569,89,0
5562,2024-06-24,This is regarding a problem where There is a problem delay. Kindly resolve soon.,Delivery Issue,Neutral,Low,Call,20995,112,0
5563,2024-09-17,"I had an experience where Need help regarding this not arrived, and I am not satisfied.",Delivery Issue,Negative,High,Email,41248,94,0
5564,2024-11-19,I am facing this issue where This is very frustrating please resolve quickly. Please look into it.,Payment Problem,Negative,High,Call,34782,32,0
5565,2024-04-12,I am facing this issue where There is a problem bad quality. Please look into it.,Product Quality,Negative,Medium,Call,4839,78,0
5566,2024-08-13,"I had an experience where This is very frustrating, and I am not satisfied.",Customer Service,Neutral,Low,Website,4208,76,1
5567,2024-10-10,I would like to report that Not satisfied with the experience money back please resolve quickly. Please fix this.,Refund Issue,Negative,Medium,App,6088,119,1
5568,2024-10-04,There seems to be an issue because I am facing an issue delay. Need help urgently.,Delivery Issue,Negative,High,Call,20401,107,0
5569,2024-05-06,I would like to report that This is very frustrating transaction please resolve quickly. Please fix this.,Payment Problem,Negative,Medium,Email,18797,65,1
5570,2024-06-07,I am facing this issue where Issue not resolved. Please look into it.,Customer Service,Negative,High,Website,21020,14,0
5571,2024-07-24,There seems to be an issue because Issue not resolved refund pending. Need help urgently.,Refund Issue,Negative,High,Call,20136,115,0
5572,2024-02-21,This is regarding a problem where I am facing an issue. Kindly resolve soon.,Product Quality,Positive,Low,Call,35460,99,0
5573,2024-10-24,There seems to be an issue because There is a problem money back. Need help urgently.,Refund Issue,Neutral,Low,Website,6980,113,0
5574,2024-10-15,"I had an experience where Not satisfied with the experience help please resolve quickly, and I am not satisfied.",Customer Service,Negative,High,Email,47278,68,1
5575,2024-12-27,This is regarding a problem where Need help regarding this payment issue. Kindly resolve soon.,Payment Problem,Positive,Low,Website,44931,16,0
5576,2024-03-31,I am facing this issue where There is a problem login. Please look into it.,Account Issue,Negative,High,Website,47034,66,1
5577,2024-04-27,"I had an experience where There is a problem not good, and I am not satisfied.",Product Quality,Neutral,Low,App,44856,82,0
5578,2024-02-22,This is regarding a problem where Need help regarding this support. Kindly resolve soon.,Customer Service,Negative,High,Website,38488,95,1
5579,2024-04-13,"I had an experience where I am facing an issue, and I am not satisfied.",Payment Problem,Negative,High,Email,41454,97,1
5580,2024-11-06,I would like to report that Need help regarding this not arrived please resolve quickly. Please fix this.,Delivery Issue,Neutral,Low,Call,46256,79,0
5581,2024-06-18,"I had an experience where There is a problem not good, and I am not satisfied.",Product Quality,Neutral,Low,Email,2620,114,0
5582,2024-12-29,"I had an experience where Issue not resolved payment issue, and I am not satisfied.",Payment Problem,Negative,High,Email,49046,105,0
5583,2024-07-12,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Payment Problem,Negative,High,Email,48528,14,0
5584,2024-04-25,I am facing this issue where Issue not resolved no response. Please look into it.,Customer Service,Negative,High,Email,49637,33,0
5585,2024-02-25,"I had an experience where There is a problem delay, and I am not satisfied.",Delivery Issue,Negative,High,Call,21262,28,1
5586,2024-12-02,I would like to report that Not satisfied with the experience. Please fix this.,Payment Problem,Negative,Medium,Website,16479,49,0
5587,2024-03-01,There seems to be an issue because Need help regarding this payment issue. Need help urgently.,Payment Problem,Neutral,Low,Email,22357,102,0
5588,2024-11-15,There seems to be an issue because I am facing an issue password please resolve quickly. Need help urgently.,Account Issue,Positive,Low,Call,13345,55,1
5589,2024-05-07,There seems to be an issue because Need help regarding this charged. Need help urgently.,Payment Problem,Negative,Medium,Call,3840,16,1
5590,2024-07-04,This is regarding a problem where Not satisfied with the experience login please resolve quickly. Kindly resolve soon.,Account Issue,Neutral,Low,Call,29345,21,0
5591,2024-06-20,There seems to be an issue because There is a problem delay please resolve quickly. Need help urgently.,Delivery Issue,Neutral,Low,App,18202,39,0
5592,2024-07-07,This is regarding a problem where I am facing an issue charged. Kindly resolve soon.,Payment Problem,Neutral,Low,Email,10726,64,1
5593,2024-06-11,This is regarding a problem where Issue not resolved payment issue. Kindly resolve soon.,Payment Problem,Negative,High,Email,24438,76,1
5594,2024-11-03,There seems to be an issue because Issue not resolved password. Need help urgently.,Account Issue,Neutral,Low,Email,14007,71,1
5595,2024-05-01,I am facing this issue where Not satisfied with the experience waiting. Please look into it.,Delivery Issue,Negative,High,Call,30690,54,1
5596,2024-05-12,I would like to report that Not satisfied with the experience transaction. Please fix this.,Payment Problem,Negative,Medium,Website,7241,13,0
5597,2024-10-02,I would like to report that Need help regarding this support. Please fix this.,Customer Service,Positive,Low,App,17561,83,1
5598,2024-06-12,There seems to be an issue because I am facing an issue return. Need help urgently.,Refund Issue,Negative,High,App,21465,50,0
5599,2024-08-19,I am facing this issue where I am facing an issue transaction. Please look into it.,Payment Problem,Negative,Medium,Email,2684,37,0
5600,2024-07-04,I am facing this issue where Need help regarding this not credited. Please look into it.,Refund Issue,Negative,Medium,App,14036,89,1
5601,2024-07-24,This is regarding a problem where I am facing an issue waiting. Kindly resolve soon.,Delivery Issue,Negative,Medium,Call,14018,25,1
5602,2024-09-27,"I had an experience where Not satisfied with the experience support, and I am not satisfied.",Customer Service,Neutral,Low,Email,5523,111,0
5603,2024-08-03,"I had an experience where Need help regarding this login, and I am not satisfied.",Account Issue,Neutral,Low,Call,38353,89,1
5604,2024-09-04,I am facing this issue where This is very frustrating damaged please resolve quickly. Please look into it.,Product Quality,Neutral,Low,Call,25287,80,0
5605,2024-02-21,There seems to be an issue because Issue not resolved not credited. Need help urgently.,Refund Issue,Positive,Low,Call,40912,102,0
5606,2024-05-15,This is regarding a problem where This is very frustrating. Kindly resolve soon.,Customer Service,Negative,High,App,41905,99,0
5607,2024-08-11,There seems to be an issue because Issue not resolved no response. Need help urgently.,Customer Service,Neutral,Low,Email,32348,91,0
5608,2024-10-20,This is regarding a problem where This is very frustrating login. Kindly resolve soon.,Account Issue,Negative,High,App,40307,23,0
5609,2024-05-25,I am facing this issue where Not satisfied with the experience money back. Please look into it.,Refund Issue,Negative,High,App,25835,24,1
5610,2024-04-01,I am facing this issue where Issue not resolved broken. Please look into it.,Product Quality,Negative,Medium,Email,5155,39,0
5611,2024-06-24,"I had an experience where I am facing an issue not good, and I am not satisfied.",Product Quality,Neutral,Low,Call,47945,40,1
5612,2024-09-11,I would like to report that There is a problem please resolve quickly. Please fix this.,Product Quality,Negative,High,App,23586,59,0
5613,2024-07-06,I would like to report that Not satisfied with the experience return. Please fix this.,Refund Issue,Negative,High,Call,44829,87,0
5614,2024-09-27,I am facing this issue where I am facing an issue refund pending. Please look into it.,Refund Issue,Negative,High,Website,46990,98,1
5615,2024-01-13,This is regarding a problem where There is a problem return please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,Medium,Email,15181,65,0
5616,2024-06-28,"I had an experience where There is a problem refund pending, and I am not satisfied.",Refund Issue,Negative,High,Website,20733,63,0
5617,2024-11-10,I am facing this issue where I am facing an issue help please resolve quickly. Please look into it.,Customer Service,Positive,Low,App,2965,27,1
5618,2024-02-21,I am facing this issue where Issue not resolved please resolve quickly. Please look into it.,Account Issue,Negative,Medium,Website,8448,80,1
5619,2024-09-28,I would like to report that This is very frustrating delay. Please fix this.,Delivery Issue,Neutral,Low,App,48450,105,0
5620,2024-01-09,"I had an experience where This is very frustrating, and I am not satisfied.",Payment Problem,Positive,Low,Call,1319,104,1
5621,2024-12-20,"I had an experience where Need help regarding this not arrived, and I am not satisfied.",Delivery Issue,Positive,Low,App,8201,49,1
5622,2024-10-24,This is regarding a problem where There is a problem money back. Kindly resolve soon.,Refund Issue,Neutral,Low,App,48339,36,0
5623,2024-06-09,I would like to report that This is very frustrating login please resolve quickly. Please fix this.,Account Issue,Negative,High,Email,27558,63,0
5624,2024-01-16,There seems to be an issue because There is a problem not arrived. Need help urgently.,Delivery Issue,Neutral,Low,App,1691,14,0
5625,2024-01-22,I would like to report that Not satisfied with the experience deducted. Please fix this.,Payment Problem,Negative,Medium,App,7313,76,1
5626,2024-06-06,"I had an experience where Need help regarding this refund pending, and I am not satisfied.",Refund Issue,Negative,High,App,25492,91,0
5627,2024-04-15,"I had an experience where This is very frustrating charged, and I am not satisfied.",Payment Problem,Neutral,Low,Call,43560,34,0
5628,2024-07-26,"I had an experience where Not satisfied with the experience damaged, and I am not satisfied.",Product Quality,Negative,High,Email,42109,44,0
5629,2024-11-08,"I had an experience where This is very frustrating password, and I am not satisfied.",Account Issue,Negative,Medium,App,16634,85,1
5630,2024-11-30,I am facing this issue where This is very frustrating support. Please look into it.,Customer Service,Negative,High,App,49728,21,0
5631,2024-05-19,There seems to be an issue because Issue not resolved money back. Need help urgently.,Refund Issue,Negative,Medium,App,6273,51,0
5632,2024-11-15,"I had an experience where Not satisfied with the experience please resolve quickly, and I am not satisfied.",Refund Issue,Positive,Low,Website,4407,47,0
5633,2024-06-09,I would like to report that Issue not resolved money back. Please fix this.,Refund Issue,Negative,High,Website,32699,31,0
5634,2024-11-25,I would like to report that I am facing an issue help. Please fix this.,Customer Service,Negative,Medium,Website,17868,117,1
5635,2024-01-07,This is regarding a problem where I am facing an issue. Kindly resolve soon.,Account Issue,Negative,Medium,App,12116,106,0
5636,2024-12-08,There seems to be an issue because There is a problem help please resolve quickly. Need help urgently.,Customer Service,Negative,High,Website,48112,89,0
5637,2024-05-06,There seems to be an issue because Not satisfied with the experience damaged please resolve quickly. Need help urgently.,Product Quality,Neutral,Low,Call,23603,69,0
5638,2024-10-28,This is regarding a problem where I am facing an issue return. Kindly resolve soon.,Refund Issue,Neutral,Low,Email,34457,20,0
5639,2024-10-11,I am facing this issue where Not satisfied with the experience late. Please look into it.,Delivery Issue,Negative,High,Email,30352,113,1
5640,2024-07-31,I would like to report that There is a problem late. Please fix this.,Delivery Issue,Negative,High,Email,46221,22,0
5641,2024-06-16,"I had an experience where I am facing an issue support, and I am not satisfied.",Customer Service,Neutral,Low,App,21283,83,0
5642,2024-08-08,I am facing this issue where I am facing an issue assistance. Please look into it.,Customer Service,Neutral,Low,Email,11930,35,0
5643,2024-07-28,I am facing this issue where Issue not resolved access. Please look into it.,Account Issue,Negative,High,Call,21763,84,0
5644,2024-05-31,There seems to be an issue because There is a problem bad quality. Need help urgently.,Product Quality,Negative,High,Email,31690,67,0
5645,2024-01-09,I would like to report that I am facing an issue transaction. Please fix this.,Payment Problem,Negative,Medium,App,6599,59,0
5646,2024-09-17,I would like to report that There is a problem bad quality. Please fix this.,Product Quality,Positive,Low,App,10040,94,1
5647,2024-05-14,I am facing this issue where Need help regarding this return. Please look into it.,Refund Issue,Negative,Medium,App,741,104,0
5648,2024-10-09,"I had an experience where I am facing an issue return, and I am not satisfied.",Refund Issue,Negative,High,Call,43584,23,1
5649,2024-07-27,This is regarding a problem where Issue not resolved support please resolve quickly. Kindly resolve soon.,Customer Service,Negative,High,Website,37780,119,0
5650,2024-03-05,I am facing this issue where There is a problem money back. Please look into it.,Refund Issue,Positive,Low,App,10091,94,1
5651,2024-05-08,"I had an experience where Need help regarding this not credited, and I am not satisfied.",Refund Issue,Negative,High,Website,44380,20,0
5652,2024-08-25,"I had an experience where There is a problem not good, and I am not satisfied.",Product Quality,Negative,High,Call,32391,100,1
5653,2024-04-23,"I had an experience where There is a problem not good, and I am not satisfied.",Product Quality,Negative,Medium,Call,14782,93,1
5654,2024-03-11,I would like to report that There is a problem no response. Please fix this.,Customer Service,Negative,High,Call,43441,48,0
5655,2024-12-16,"I had an experience where This is very frustrating support, and I am not satisfied.",Customer Service,Negative,Medium,App,10668,93,0
5656,2024-04-30,"I had an experience where Not satisfied with the experience delay, and I am not satisfied.",Delivery Issue,Negative,High,Email,22402,106,0
5657,2024-09-04,"I had an experience where Need help regarding this no response, and I am not satisfied.",Customer Service,Negative,High,Call,41879,117,0
5658,2024-10-13,I am facing this issue where I am facing an issue money back please resolve quickly. Please look into it.,Refund Issue,Negative,High,App,20274,93,0
5659,2024-07-29,I am facing this issue where Issue not resolved access. Please look into it.,Account Issue,Positive,Low,Call,19064,92,0
5660,2024-10-20,There seems to be an issue because Issue not resolved money back. Need help urgently.,Refund Issue,Negative,Medium,App,13707,65,0
5661,2024-04-27,I am facing this issue where There is a problem support please resolve quickly. Please look into it.,Customer Service,Neutral,Low,Website,39181,86,0
5662,2024-07-07,This is regarding a problem where Issue not resolved. Kindly resolve soon.,Account Issue,Negative,High,App,45193,50,0
5663,2024-11-09,"I had an experience where Issue not resolved, and I am not satisfied.",Product Quality,Negative,Medium,Call,14928,23,1
5664,2024-05-09,There seems to be an issue because I am facing an issue please resolve quickly. Need help urgently.,Product Quality,Neutral,Low,App,21357,47,1
5665,2024-07-04,I would like to report that There is a problem password please resolve quickly. Please fix this.,Account Issue,Negative,High,Call,36312,23,1
5666,2024-12-29,This is regarding a problem where Not satisfied with the experience. Kindly resolve soon.,Account Issue,Negative,High,Email,43274,109,1
5667,2024-05-27,I would like to report that Need help regarding this. Please fix this.,Refund Issue,Negative,Medium,Email,4218,93,1
5668,2024-07-09,I would like to report that I am facing an issue login please resolve quickly. Please fix this.,Account Issue,Positive,Low,App,37858,12,0
5669,2024-04-15,"I had an experience where Issue not resolved refund pending, and I am not satisfied.",Refund Issue,Neutral,Low,Email,46613,21,0
5670,2024-06-16,I would like to report that There is a problem payment issue. Please fix this.,Payment Problem,Negative,Medium,Email,14493,23,0
5671,2024-08-14,There seems to be an issue because Need help regarding this please resolve quickly. Need help urgently.,Customer Service,Negative,Medium,Call,12601,108,0
5672,2024-08-14,I am facing this issue where This is very frustrating not arrived. Please look into it.,Delivery Issue,Negative,High,Call,38522,100,1
5673,2024-04-11,This is regarding a problem where Not satisfied with the experience transaction please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,High,Call,46185,58,1
5674,2024-07-30,I am facing this issue where Issue not resolved. Please look into it.,Refund Issue,Neutral,Low,Website,19109,41,0
5675,2024-08-02,This is regarding a problem where There is a problem please resolve quickly. Kindly resolve soon.,Customer Service,Negative,Medium,App,17403,58,1
5676,2024-05-15,There seems to be an issue because I am facing an issue no response. Need help urgently.,Customer Service,Negative,High,App,27312,62,1
5677,2024-01-13,There seems to be an issue because Not satisfied with the experience deducted. Need help urgently.,Payment Problem,Negative,High,Call,32415,61,0
5678,2024-04-13,This is regarding a problem where I am facing an issue support please resolve quickly. Kindly resolve soon.,Customer Service,Positive,Low,App,19138,74,1
5679,2024-07-20,There seems to be an issue because There is a problem deducted. Need help urgently.,Payment Problem,Negative,Medium,Email,7919,45,1
5680,2024-08-04,There seems to be an issue because Issue not resolved broken. Need help urgently.,Product Quality,Negative,High,Email,44791,81,0
5681,2024-06-03,I am facing this issue where Not satisfied with the experience damaged please resolve quickly. Please look into it.,Product Quality,Neutral,Low,App,20072,95,0
5682,2024-01-29,This is regarding a problem where Not satisfied with the experience not good please resolve quickly. Kindly resolve soon.,Product Quality,Negative,Medium,Website,9907,109,1
5683,2024-10-19,There seems to be an issue because This is very frustrating login. Need help urgently.,Account Issue,Negative,High,Call,35000,28,1
5684,2024-11-24,I would like to report that Need help regarding this charged. Please fix this.,Payment Problem,Negative,High,Email,21655,43,0
5685,2024-03-25,There seems to be an issue because Issue not resolved payment issue. Need help urgently.,Payment Problem,Negative,High,Email,22142,67,1
5686,2024-10-12,This is regarding a problem where This is very frustrating not arrived. Kindly resolve soon.,Delivery Issue,Negative,High,Call,31527,102,1
5687,2024-03-20,"I had an experience where Not satisfied with the experience delay, and I am not satisfied.",Delivery Issue,Negative,High,Website,25368,81,0
5688,2024-05-31,There seems to be an issue because Not satisfied with the experience delay. Need help urgently.,Delivery Issue,Negative,Medium,Website,18746,90,1
5689,2024-11-26,This is regarding a problem where This is very frustrating. Kindly resolve soon.,Account Issue,Negative,Medium,App,12688,57,1
5690,2024-11-25,There seems to be an issue because I am facing an issue money back please resolve quickly. Need help urgently.,Refund Issue,Neutral,Low,Website,43349,63,1
5691,2024-06-01,There seems to be an issue because I am facing an issue waiting. Need help urgently.,Delivery Issue,Negative,Medium,Email,9791,119,1
5692,2024-04-17,"I had an experience where Issue not resolved, and I am not satisfied.",Refund Issue,Negative,Medium,Call,1344,40,1
5693,2024-03-14,This is regarding a problem where Issue not resolved support. Kindly resolve soon.,Customer Service,Neutral,Low,Call,23023,52,0
5694,2024-03-11,I would like to report that Not satisfied with the experience password. Please fix this.,Account Issue,Negative,High,Email,42967,104,1
5695,2024-05-04,"I had an experience where Issue not resolved access, and I am not satisfied.",Account Issue,Negative,High,Call,22218,68,0
5696,2024-09-30,I am facing this issue where Not satisfied with the experience delay. Please look into it.,Delivery Issue,Negative,High,Website,29329,76,0
5697,2024-12-27,There seems to be an issue because I am facing an issue. Need help urgently.,Payment Problem,Neutral,Low,Email,24625,28,0
5698,2024-09-01,There seems to be an issue because Issue not resolved refund pending. Need help urgently.,Refund Issue,Negative,High,Website,39887,39,1
5699,2024-10-18,I would like to report that This is very frustrating not arrived please resolve quickly. Please fix this.,Delivery Issue,Negative,High,Call,41003,86,1
5700,2024-02-14,I am facing this issue where Not satisfied with the experience late. Please look into it.,Delivery Issue,Negative,High,Email,46230,12,0
5701,2024-10-06,There seems to be an issue because This is very frustrating password. Need help urgently.,Account Issue,Negative,High,Email,35993,109,0
5702,2024-04-10,There seems to be an issue because I am facing an issue. Need help urgently.,Refund Issue,Neutral,Low,Call,5726,32,0
5703,2024-08-22,There seems to be an issue because Need help regarding this no response please resolve quickly. Need help urgently.,Customer Service,Neutral,Low,Call,36546,59,1
5704,2024-12-11,I would like to report that Not satisfied with the experience support. Please fix this.,Customer Service,Negative,Medium,Call,5261,118,1
5705,2024-07-04,I would like to report that Not satisfied with the experience. Please fix this.,Refund Issue,Negative,High,Call,22496,84,1
5706,2024-12-14,I would like to report that This is very frustrating broken. Please fix this.,Product Quality,Negative,High,App,32248,46,1
5707,2024-03-22,I am facing this issue where I am facing an issue broken. Please look into it.,Product Quality,Neutral,Low,Website,25192,102,1
5708,2024-01-12,I would like to report that I am facing an issue. Please fix this.,Product Quality,Positive,Low,Website,11473,14,1
5709,2024-01-08,I would like to report that I am facing an issue waiting. Please fix this.,Delivery Issue,Neutral,Low,Website,28212,58,0
5710,2024-04-24,I am facing this issue where There is a problem please resolve quickly. Please look into it.,Product Quality,Negative,High,Email,28015,89,0
5711,2024-11-08,I would like to report that This is very frustrating broken. Please fix this.,Product Quality,Negative,High,Website,43857,30,0
5712,2024-02-13,I would like to report that Need help regarding this login. Please fix this.,Account Issue,Neutral,Low,Email,43405,114,1
5713,2024-09-21,"I had an experience where Need help regarding this login, and I am not satisfied.",Account Issue,Neutral,Low,App,28769,13,0
5714,2024-02-24,"I had an experience where Not satisfied with the experience money back please resolve quickly, and I am not satisfied.",Refund Issue,Negative,High,Email,33013,63,0
5715,2024-09-02,I am facing this issue where This is very frustrating access. Please look into it.,Account Issue,Negative,High,Call,44827,54,1
5716,2024-11-16,"I had an experience where Issue not resolved account error, and I am not satisfied.",Account Issue,Negative,High,Call,33507,43,0
5717,2024-11-15,"I had an experience where I am facing an issue, and I am not satisfied.",Product Quality,Negative,Medium,Email,17696,78,1
5718,2024-12-26,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Delivery Issue,Negative,High,Website,30216,115,0
5719,2024-04-10,There seems to be an issue because Need help regarding this account error. Need help urgently.,Account Issue,Negative,High,Email,22355,22,0
5720,2024-10-11,"I had an experience where Issue not resolved, and I am not satisfied.",Product Quality,Negative,High,Website,46974,113,1
5721,2024-03-31,I am facing this issue where Need help regarding this access. Please look into it.,Account Issue,Negative,Medium,Call,688,113,0
5722,2024-01-05,I am facing this issue where Issue not resolved please resolve quickly. Please look into it.,Refund Issue,Neutral,Low,App,16083,26,1
5723,2024-07-31,There seems to be an issue because I am facing an issue money back. Need help urgently.,Refund Issue,Negative,High,Email,33092,67,0
5724,2024-05-15,There seems to be an issue because Need help regarding this transaction. Need help urgently.,Payment Problem,Negative,High,Email,45239,25,1
5725,2024-01-12,"I had an experience where Issue not resolved damaged, and I am not satisfied.",Product Quality,Negative,High,Email,44237,105,1
5726,2024-08-07,I would like to report that Not satisfied with the experience money back. Please fix this.,Refund Issue,Neutral,Low,App,33781,66,0
5727,2024-01-10,This is regarding a problem where Issue not resolved bad quality. Kindly resolve soon.,Product Quality,Negative,Medium,Website,17221,32,0
5728,2024-01-14,"I had an experience where I am facing an issue, and I am not satisfied.",Account Issue,Negative,Medium,Call,16229,81,1
5729,2024-08-25,I am facing this issue where Not satisfied with the experience access. Please look into it.,Account Issue,Negative,Medium,Email,3909,25,0
5730,2024-11-04,This is regarding a problem where Not satisfied with the experience return. Kindly resolve soon.,Refund Issue,Negative,High,App,35889,33,0
5731,2024-04-12,There seems to be an issue because Need help regarding this please resolve quickly. Need help urgently.,Refund Issue,Negative,High,App,43459,49,0
5732,2024-06-16,This is regarding a problem where This is very frustrating payment issue. Kindly resolve soon.,Payment Problem,Negative,Medium,Email,19195,116,0
5733,2024-11-30,"I had an experience where I am facing an issue waiting please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,Medium,Email,4247,41,0
5734,2024-08-27,I would like to report that This is very frustrating refund pending please resolve quickly. Please fix this.,Refund Issue,Neutral,Low,App,44448,99,0
5735,2024-09-25,I am facing this issue where Need help regarding this. Please look into it.,Product Quality,Neutral,Low,Website,30753,12,1
5736,2024-04-25,This is regarding a problem where This is very frustrating no response. Kindly resolve soon.,Customer Service,Negative,Medium,Email,15844,81,0
5737,2024-08-30,I am facing this issue where Issue not resolved bad quality. Please look into it.,Product Quality,Negative,Medium,Call,1209,60,0
5738,2024-11-01,I would like to report that Not satisfied with the experience deducted. Please fix this.,Payment Problem,Negative,High,App,29206,18,0
5739,2024-03-04,I would like to report that Need help regarding this deducted. Please fix this.,Payment Problem,Neutral,Low,Email,43197,106,0
